STATION_NAME	RIVER_NAME	LOCATION	lon	lat	STATUS	FIRST_YR	LAST_YR	TOTAL_YRS	MISS_YRS
S-06006000202	Bronte Creek	Appleby Line, N of Hwy 407, Burlington	-79.83195211	43.42501539	I	1965.00	2001.00	35.00	2.00
S-06006000302	Mountsberg Creek	Campbellville Rd, dwnstrm Mountsberg reservoir	-80.03253373	43.44305139	I	1973.00	1996.00	24.00	0.00
S-06006000402	Mountsberg Creek	Hwy 401, upstrm Mountsberg Reservoir	-80.07300286	43.46886051	A	1975.00	2016.00	37.00	5.00
S-06006000502	Bronte Creek	Progreston Road, E of Centre Rd, NW of Waterdown	-79.96071661	43.39778551	I	1978.00	1995.00	10.00	8.00
S-06006000602	Indian Creek	Tremaine Rd, S of Britannia Rd W, S of Milton	-79.83793223	43.45399539	I	1979.00	1996.00	18.00	0.00
S-06006100102	Fourteen Mile Creek	Queen Elizabeth Way	-79.72771098	43.42223451	A	1972.00	2016.00	36.00	9.00
S-06006100202	Fourteen Mile Creek	Upper Middle Rd, E of Bronte Rd, Oakville	-79.75738673	43.42429576	I	1972.00	1979.00	8.00	0.00
S-06006300102	Oakville Creek	Lakeshore Rd, Oakville	-79.67125023	43.44293476	A	1964.00	2016.00	52.00	1.00
S-06006300202	Oakville Creek	Derry Rd  E, W of Ontario St, Milton	-79.86330961	43.50481201	I	1965.00	1996.00	32.00	0.00
S-06006300302	Oakville Creek	Regional Rd 25, N of Reg. Rd 9, NW of Milton	-79.93637536	43.55121489	I	1973.00	1996.00	24.00	0.00
S-06006300402	Oakville Creek	Reg Rd 25, S of Reg Rd 15, NW of Milton	-79.94910048	43.56068401	I	1973.00	1975.00	3.00	0.00
S-06006300502	Oakville Creek	Dam at Scotch Block Reservoir, E of Reg Rd 25	-79.94953548	43.56520626	I	1973.00	1977.00	5.00	0.00
S-06006300602	Oakville Creek	3rd Line, S of Reg Rd 15, NW of Milton	-79.94611211	43.57605851	I	1973.00	1975.00	3.00	0.00
S-06006300702	Oakville Creek	4th Line, S of Reg Rd 15, NW of Milton	-79.94111398	43.58967564	I	1973.00	1979.00	7.00	0.00
S-06006300802	Oakville Creek	County Rd 9, NE of Appleby Line, E of Milton	-79.95808661	43.50780101	I	1973.00	1996.00	24.00	0.00
S-06006300902	Oakville Creek	Cnty Rd 28 (Kelso), W of Tremaine Rd, E of Milton	-79.93154948	43.51390151	I	1975.00	1996.00	22.00	0.00
S-06006301002	Oakville Creek	Appleby Ln, upstrm Kelso reservoir	-79.95219636	43.50115226	A	1975.00	2016.00	37.00	5.00
S-06006301102	East Oakville Creek	Lower Baseline Rd, Sixteen Valley	-79.77659048	43.49908114	A	1975.00	2016.00	37.00	5.00
S-06006800102	Sheridan Creek	Rattray Marsh, Meadow Wood Rd, Clarkson	-79.61543248	43.51593351	A	1976.00	2016.00	41.00	0.00
S-06007600102	Credit River	Lakeshore Rd, Reg Rd 2, Port Credit	-79.58665698	43.55076726	I	1964.00	1987.00	10.00	14.00
S-06007600302	Credit River	Hwy 7, Norval	-79.85627811	43.64721276	A	1965.00	2016.00	52.00	0.00
S-06007600402	Silver Creek	Hwy 7, Norval	-79.86622286	43.64635939	A	1964.00	2016.00	53.00	0.00
S-06007600502	Black Creek	Churchill Rd, at Acton STP	-80.02209311	43.62759439	A	1964.00	2016.00	31.00	22.00
S-06007600602	Credit River	Hwy 10, dwnstrm Orangeville, 1st crossing	-80.06325348	43.90965439	A	1964.00	2016.00	53.00	0.00
S-06007600802	Black Creek	Glen Lawson Rd, upstrm Limehouse	-80.01039811	43.62923289	A	1972.00	2016.00	45.00	0.00
S-06007600902	Credit River Erin Branch	Dundas Street W, Erin	-80.07335736	43.77204389	I	1973.00	2000.00	4.00	24.00
S-06007601002	Credit River	Heritage Rd and King St, Terra Cotta	-79.93099773	43.72381351	A	1973.00	2016.00	44.00	0.00
S-06007601202	Silver Creek	8th Ln, Esquesing Twp, NW of Georgetown	-79.96372761	43.67765539	I	1975.00	1998.00	6.00	18.00
S-06007601302	Credit River	Main St, Glen Williams	-79.92696273	43.66862101	I	1975.00	2007.00	33.00	0.00
S-06007601502	West Credit River	Winston Churchill Blvd, dwnstrm Erin	-80.03480098	43.78373676	A	1975.00	2016.00	42.00	0.00
S-06007601602	Fletchers Creek	Steeles Ave W, Brampton	-79.74145536	43.65858539	A	1975.00	2016.00	42.00	0.00
S-06007601702	Credit River	Old Derry Rd, W of Hwy 10	-79.73326498	43.62214889	A	1975.00	2016.00	42.00	0.00
S-06007601802	Credit River	Beachgrove Sideroad, E of Alton	-80.04821261	43.85620614	A	1975.00	2016.00	42.00	0.00
S-06007601902	Credit River	Southern dam of Orangeville reservoir	-80.08416673	43.92715364	I	1976.00	2007.00	32.00	0.00
S-06007602102	Orangeville Creek	Town Line, W of Hwy 10, Orangeville	-80.08706586	43.91713776	I	1977.00	1977.00	1.00	0.00
S-06007602202	Silver Creek	Mountainview Rd, Georgetown	-79.88616561	43.63747426	A	1979.00	2016.00	38.00	0.00
S-06007602302	Credit River	Highpoint Sideroad, dwnstrm dam at Melville	-80.06330648	43.88846164	A	1979.00	2016.00	38.00	0.00
S-06007602402	Credit River	Hwy 10, dwnstrm Orangeville, 2nd crossing	-80.05252636	43.90183089	I	1982.00	2007.00	26.00	0.00
S-06007603802	West Credit River	10th Line, N of Cnty Rd 124, NE of Erin	-80.07834036	43.79555014	I	1995.00	1995.00	1.00	0.00
S-06008000102	Etobicoke Creek	Lakeshore Blvd, E of Dixie Rd, Mississauga	-79.54637823	43.58893614	I	1964.00	1997.00	33.00	1.00
S-06008000202	Etobicoke Creek West	Derry Rd, E of Dixie Rd, Mississauga	-79.67343811	43.67603001	I	1964.00	2008.00	37.00	8.00
S-06008000302	Etobicoke Creek	Burnhamthorpe Rd, W of Hwy 427, Mississauga	-79.58571948	43.63786214	I	1972.00	1995.00	22.00	2.00
S-06008000402	Etobicoke Creek	Hwy 10 (Hurontario), N of Mayfield Rd, Brampton	-79.83929211	43.74456201	I	1973.00	1995.00	21.00	2.00
S-06008200102	Mimico Creek	Lake Shore Blvd, Mimico	-79.48194336	43.62198864	I	1964.00	1994.00	29.00	2.00
S-06008200202	Mimico Creek	Eglinton Ave W, E of Hwy 27, Etobicoke	-79.56929498	43.67286489	I	1972.00	1997.00	18.00	8.00
S-06008200302	Mimico Creek	The Queensway, Etobicoke	-79.49287136	43.62847489	A	1994.00	2016.00	16.00	7.00
S-06008300102	Humber River	Lakeshore Blvd, W of South Kingsway, Toronto	-79.47329636	43.63304564	I	1964.00	1996.00	33.00	0.00
S-06008300202	Humber River West	Claireville dam outlet, Hwy 427,Claireville	-79.62831823	43.73686614	I	1966.00	1997.00	28.00	4.00
S-06008300302	Humber River	Regional Rd 7, E of Kipling Ave,  Woodbridge	-79.59121348	43.78020989	I	1964.00	1997.00	30.00	4.00
S-06008300402	Humber River East	Pine Grove Rd, W of Pine Valley Dr, Woodbridge	-79.58105773	43.79806764	I	1965.00	1997.00	31.00	2.00
S-06008300502	Humber River	Caledon King Twnln, Bolton	-79.71736561	43.88640089	I	1964.00	1988.00	25.00	0.00
S-06008300602	Humber River Tributary	Teston Rd, W of Hwy 400, City of Vaughan	-79.55816261	43.86423776	I	1965.00	1996.00	8.00	24.00
S-06008300702	Humber River Tributary	W. of Hwy 400, E. of Weston Rd, Teston	-79.55543998	43.87197376	I	1966.00	1996.00	7.00	24.00
S-06008300802	Humber River	At MOE Lab, 125 Resources Rd	-79.53937411	43.71106039	I	1965.00	1996.00	4.00	28.00
S-06008300902	Cold Creek	King Rd, Reg Rd 9, Bolton	-79.71795598	43.88810001	A	1969.00	2016.00	18.00	30.00
S-06008301002	Humber River East	Conc Rd 8, S of King Rd, E of Nobleton	-79.62788911	43.90472414	I	1969.00	1996.00	5.00	23.00
S-06008301102	Humber River East	Jane St, E of Hwy 400, N of Kinghorn	-79.55451236	43.92475101	I	1969.00	1971.00	3.00	0.00
S-06008301202	Black Creek	Scarlett Rd, N of Dundas St, Toronto	-79.50532261	43.67484451	I	1974.00	1997.00	20.00	4.00
S-06008301302	Humber River	5th Road Line, N of Hwy 9, NW of Cedar Mills	-79.88775423	43.97032276	I	1974.00	1974.00	1.00	0.00
S-06008301402	Humber River West	Cnty Rd 14 (Mayfield RD) E of Gore Rd, Wildfield	-79.72517136	43.82161551	I	1974.00	2000.00	5.00	22.00
S-06008301502	Humber River	Reg Rd. 27, East of Hwy 427	-79.60033261	43.72766626	I	1974.00	1974.00	1.00	0.00
S-06008301602	Humber River	E. of Reg Rd. 27, S. of Humber College Blvd	-79.60020598	43.72771001	I	1974.00	1974.00	1.00	0.00
S-06008301702	Salt Creek	McVean Dr, W of Castlemore (AG-11)	-79.70986098	43.78942876	I	1975.00	1996.00	4.00	18.00
S-06008301802	Humber River	Reg Rd 50 at Old Church Rd, dnstr Albion Hills CA	-79.80320748	43.92614414	A	1975.00	2016.00	36.00	6.00
S-06008301902	Humber River	Old Mill Rd, Etobicoke	-79.49132861	43.65143464	A	1979.00	2016.00	38.00	0.00
S-06008302002	Humber River	Rutherford Rd, E of Reg Rd 27, W of Woodbridge	-79.62750773	43.81157551	I	1996.00	1996.00	1.00	0.00
S-06008302102	Humber River East	Rutherford Rd, E of Islington Ave	-79.59005623	43.81930764	I	1995.00	1996.00	2.00	0.00
S-06008302202	Humber River West	Albion Rd, E of Islington Ave, N of Hwy 401	-79.55399398	43.72964964	I	1992.00	1992.00	1.00	0.00
S-06008304302	Trib. to Cold Creek West	Mount Pleasant Rd, S of Castlederg	-79.75099748	43.92405401	I	1995.00	1996.00	2.00	0.00
S-06008304402	Cold Creek	Sideroad 15, 350 m W of Cold Creek Rd	-79.71142998	43.90855064	I	1995.00	1996.00	2.00	0.00
S-08012301202	South Saugeen River	Conc Rd 18, E of Cnty Rd 10, S of Hanover	-81.01014561	44.11438439	I	1973.00	1979.00	7.00	0.00
S-08012301302	Carrick Creek	Conc Rd 18, W of Cnty Rd 10, S of Hanover	-81.01904236	44.11346876	I	1973.00	1975.00	3.00	0.00
S-08012301402	Rocky Saugeen River	Conc 4 NDR, Bentinck Twp, Aberdeen	-80.86354761	44.21132076	I	1973.00	1975.00	3.00	0.00
S-08012301502	Saugeen River	Durham Conservation Area	-80.79913611	44.18002189	I	1973.00	1995.00	23.00	0.00
S-08012301602	South Saugeen River	Wellington Cnty Rd 6, SW of Mount Forest	-80.76678373	43.95423676	I	1973.00	1995.00	20.00	3.00
S-08012301783	Saugeen River	Old Hwy 21 crossing, E of Hwy 21, Southampton	-81.36567761	44.49958201	I	1974.00	1979.00	6.00	0.00
S-08012301802	Teeswater River	Sideroad 5A, SW of Ambleside	-81.22958223	43.97929014	I	1974.00	1974.00	1.00	0.00
S-08012301902	Little Mill Creek	Conc 2, Saugeen Twp, E of North Bruce	-81.36155186	44.36344676	I	1974.00	1974.00	1.00	0.00
S-08012302002	North Saugeen River	Bruce Cnty Rd 10, E of Chesley	-81.07600011	44.30530539	I	1974.00	1974.00	1.00	0.00
S-08012302102	North Saugeen River	Sideroad 25, W of Chesley	-81.12116061	44.29604751	I	1974.00	1974.00	1.00	0.00
S-08012302202	Saugeen River	Artemesia-Glenelg Twnln, N of Priceville	-80.63153536	44.20900239	I	1974.00	1974.00	1.00	0.00
S-08012302302	Saugeen River	Southline, SE of Priceville	-80.60501473	44.18958301	I	1974.00	1974.00	1.00	0.00
S-08012302402	Saugeen River	Artemesia-Glenelg Twnln, S of Priceville	-80.62801261	44.19221851	I	1974.00	1988.00	2.00	13.00
S-08012302502	Saugeen River	Southline, SE of Priceville	-80.60501248	44.18958339	I	1974.00	1974.00	1.00	0.00
S-06008304502	Cold Creek	At Cold Creek Rd	-79.70779186	43.90589601	I	1995.00	1996.00	2.00	0.00
S-06008304602	Humber River	E of Albion Rd, W of Weston Rd	-79.54892473	43.73295351	I	1995.00	1996.00	2.00	0.00
S-06008304902	W Trib to Humber River	In park 350 m N of Hwy 7	-79.60401723	43.78087926	I	1995.00	1996.00	2.00	0.00
S-06008305002	E Trib to Humber River	In park 350 m N of Hwy 7	-79.60315811	43.78075039	I	1995.00	1996.00	2.00	0.00
S-06008306002	Humber River	Caledon King Twnln, Bolton	-79.71737098	43.88639901	I	1995.00	1996.00	2.00	0.00
S-06008310002	Humber River	Steeles Ave, W of Islington Ave	-79.57969848	43.76247651	I	1983.00	1996.00	2.00	12.00
S-06008310102	Humber River	Lawrence Ave, W of Weston Rd	-79.52076611	43.69899051	I	1983.00	1983.00	1.00	0.00
S-06008500102	Don River	Lakeshore Road, Don Valley Parkway, Toronto	-79.34726573	43.65075276	I	1964.00	1995.00	32.00	0.00
S-06008500202	Don River West	Sheppard Ave, E of Bathurst, Toronto	-79.42999161	43.75729014	I	1965.00	1993.00	27.00	2.00
S-06008500302	Don River East	Steeles Ave, W of Bayview Ave, Toronto	-79.39687998	43.80312626	I	1966.00	1997.00	29.00	3.00
S-06008500402	Don River West	Regional Rd 7, E of Keele Street	-79.48313111	43.80386489	I	1966.00	1997.00	29.00	3.00
S-06008500502	German Mills Creek	16th Ave, E of Yonge St, Richmond Hill	-79.42789686	43.85432614	I	1964.00	1988.00	25.00	0.00
S-06008500602	German Mills Creek	Elmwood Ave, E of Yonge St, Richmond Hill	-79.42806148	43.87131189	I	1965.00	1967.00	3.00	0.00
S-06008500702	German Mills Creek	Lennox Ave, Richmond Hill	-79.42866536	43.87210464	I	1965.00	1966.00	2.00	0.00
S-06008500802	German Mills Creek	Major Mackenzie Rd, E of Yonge St, Richmond Hill	-79.42922723	43.87305426	I	1966.00	1966.00	1.00	0.00
S-06008500902	German Mills Creek	Roseview Ave, E of Yonge St, Richmond Hill	-79.42948373	43.87536589	I	1965.00	1967.00	3.00	0.00
S-06008501002	German Mills Creek	Observatory Lane, E of Yonge St	-79.43088748	43.85916251	I	1965.00	1967.00	3.00	0.00
S-06008501102	German Mills Creek	Bayview Ave, N of Reg Rd 7	-79.40822573	43.84658714	I	1965.00	1967.00	3.00	0.00
S-06008501202	German Mills Creek	At CNR Bridge,E. of Yonge St, S. of Richmond Hill	-79.42852473	43.85565126	I	1966.00	1967.00	2.00	0.00
S-06008501302	Don River	Bayview Exit from Don Valley Pkwy	-79.36559623	43.68031214	I	1972.00	1991.00	19.00	1.00
S-06008501402	Don River	Pottery Rd, Toronto	-79.36213573	43.68847164	A	1979.00	2016.00	37.00	1.00
S-06008501502	German Mills Creek	Steeles Ave, W of Hwy 404	-79.37174023	43.80865176	I	1993.00	1994.00	2.00	0.00
S-06009400102	Highland Creek	Downstream from Highland STP	-79.14515148	43.76712551	I	1964.00	1971.00	8.00	0.00
S-06009400202	Highland Creek	Highland Creek Dr, S of Kingston Rd, Scarborough	-79.16791573	43.77987689	I	1972.00	1997.00	25.00	1.00
S-06009700102	Rouge River	Railroad Trestle, Fergussons Beach, near mouth	-79.11816873	43.79449351	I	1964.00	1971.00	8.00	0.00
S-06009700202	Rouge River	Hwy 48, S of Hwy 7, Markham	-79.25865423	43.86875926	I	1966.00	1990.00	25.00	0.00
S-06009700302	Rouge River	14 Ave, W of 9 Line, Markham	-79.23325336	43.85845639	I	1968.00	1995.00	28.00	0.00
S-06009700502	Rouge River	Hwy 2 (Kingston Rd), Pickering	-79.13385848	43.80650751	I	1972.00	1995.00	24.00	0.00
S-06009700602	Little Rouge Creek	Steeles Ave E, W of Reesor Rd, SE of Markham	-79.20008461	43.84830939	I	1972.00	1990.00	19.00	0.00
S-06009700702	Little Rouge Creek	Reesor Rd, N of Steeles Ave, E of Markham	-79.20441686	43.85933039	I	1972.00	1974.00	3.00	0.00
S-06009700802	Little Rouge Creek	Hwy 7, Locust Hill	-79.20286686	43.88597364	I	1972.00	1977.00	6.00	0.00
S-06009700902	Little Rouge Creek	Hwy 48, N of Major Mackenzie Dr, N of Markham	-79.27052161	43.91988964	I	1972.00	1977.00	6.00	0.00
S-06009701002	Little Rouge Creek	Meadowvale Rd, N of Old Finch Ave, Rouge Park	-79.18047236	43.83038164	I	1973.00	1976.00	4.00	0.00
S-06009701102	Rouge River	Twyn Rivers Dr, Scarborough	-79.15978098	43.81085851	A	1973.00	2016.00	39.00	5.00
S-06009701202	Rouge River	Sewell Rd, North of Finch Ave	-79.19965148	43.82751126	I	1973.00	1990.00	18.00	0.00
S-06009701302	Little Rouge Creek	Twyn Rivers Dr, Scarborough	-79.15676461	43.81368114	I	1973.00	1997.00	25.00	0.00
S-06009701402	Rouge River	Steeles Ave, W of 9th Line	-79.22776611	43.84209651	I	1973.00	1997.00	10.00	15.00
S-06009701502	Little Rouge Creek	14th Ave, E of Reesor Rd, E of Markham	-79.19533311	43.86861989	I	1973.00	1974.00	2.00	0.00
S-06009701602	Little Rouge Creek	Reesor Rd, N of 16th Ave	-79.21636473	43.90810764	I	1973.00	1974.00	2.00	0.00
S-06009701702	Little Rouge Creek	9th Ln, N of 16th Ave, N of Markham	-79.24298098	43.91091389	I	1973.00	1974.00	2.00	0.00
S-06009900102	Petticoat Creek	Finch  Ave, W of Altona Rd	-79.14780061	43.83429289	I	1973.00	1976.00	3.00	1.00
S-06010400102	Duffins Creek	Bayly St, btwn Church and Westney, Ajax	-79.03983861	43.83918989	A	1964.00	2016.00	48.00	5.00
S-06010400202	Duffins Creek	Conc 5, btwn Brock and Westney, SW of Greenwood	-79.06856873	43.90872114	I	1966.00	1996.00	10.00	21.00
S-06010400302	Duffins Creek	Dwnstrm Ajax STP	-79.03631998	43.83254876	I	1968.00	1981.00	13.00	1.00
S-06010400502	Duffins Creek	Kingston St, Hwy 2, Pickering Village	-79.06191186	43.85294789	I	1972.00	1996.00	13.00	12.00
S-06010400602	Duffins Creek	Taunton Rd, N of Pickering	-79.05901598	43.89140076	I	1972.00	1996.00	6.00	19.00
S-06010400702	Duffins Creek	Hwy 7, Greenwood	-79.07382473	43.92867539	I	1972.00	1996.00	7.00	18.00
S-06010400802	Mitchell Creek	Brock Rd, between Conc 8 and 9, S of Claremont	-79.12565398	43.96144701	A	1972.00	2016.00	22.00	23.00
S-06010400902	West Duffins Creek	Whites Rd, Clarkes Hollow	-79.13304098	43.87131789	I	1972.00	1996.00	8.00	17.00
S-06010401002	West Duffins Creek	Hwy 7, Green River	-79.18111536	43.90173839	I	1972.00	1996.00	9.00	16.00
S-06010401102	Stouffville Creek	Dwnstrm Stouffville STP	-79.24266973	43.96726664	I	1972.00	1996.00	25.00	0.00
S-06010401202	Stouffville Creek	Bethesda Rd, N of Stouffville	-79.25397936	43.98911664	I	1972.00	1996.00	25.00	0.00
S-06010401302	West Duffins Creek	Valley Farm Rd, N of Finch Ave	-79.08610998	43.84981576	I	1974.00	1996.00	6.00	17.00
S-06010401402	West Duffins Creek	Sideline 32, N of Hwy 7	-79.17945686	43.91576289	I	1973.00	1996.00	6.00	18.00
S-06010401502	Reesor Creek	Sideline 34, 225m S of Conc 8, W of Atha Road	-79.20092098	43.93562801	I	1974.00	1996.00	18.00	5.00
S-06010401602	Reesor Creek	Conc 9, E of Sideline 34, SE of Stouffville	-79.20783273	43.95440576	I	1974.00	1996.00	18.00	5.00
S-06010401702	West Duffins Creek	Conc 9, E of Sideline 30, N of Atha Road	-79.18909711	43.95863664	I	1974.00	1996.00	5.00	18.00
S-06010401802	Wixon Creek	Conc 9, W of Sideline 28, N of Atha Road	-79.18168036	43.96030314	I	1974.00	1996.00	5.00	18.00
S-06010401902	West Duffins Creek	Railroad bridge off Conc 3 and Dixie Rd	-79.11045936	43.86264139	I	1973.00	1974.00	2.00	0.00
S-06010402002	West Duffins Creek	Uxbridge-Pickering Townline, E of Altona	-79.19599973	43.97642564	I	1973.00	1996.00	4.00	20.00
S-06010402102	Wixon Creek	Uxbridge-Pickering Townline, E of Sideline 26	-79.17578686	43.98099376	I	1973.00	1996.00	4.00	20.00
S-06010402202	Ganateskiagon Creek	Taunton Rd, W of Brock Rd	-79.09886723	43.88236451	I	1973.00	1996.00	10.00	14.00
S-06010402302	Ganateskiagon Creek	Conc 3, W of Brock Rd	-79.08601361	43.86687201	I	1973.00	1996.00	4.00	20.00
S-06010402402	Ganateskiagon Creek	Brock Rd, S of Conc 3	-79.08098961	43.86285064	I	1974.00	1996.00	9.00	14.00
S-06010402502	West Duffins Creek	Brock Rd, N of Finch Ave	-79.07581986	43.85091976	I	1973.00	1996.00	4.00	20.00
S-06010402602	Urfe Creek	Rossland Rd W, btwn Brock Rd and Church St	-79.07429473	43.86966251	I	1973.00	1996.00	8.00	16.00
S-06010402702	Duffins Creek	Rossland Rd, W of Church St	-79.06518286	43.87148426	I	1973.00	1996.00	4.00	20.00
S-06010402802	Brougham Creek	Conc 5, btwn Brock and Westney	-79.07291786	43.90775564	I	1973.00	1996.00	19.00	5.00
S-06010402902	Mitchell Creek	Sideline 12, N of Conc 7	-79.08526011	43.95051114	I	1973.00	1996.00	4.00	20.00
S-06010403002	Mitchell Creek	From dead end of Conc 8, E of Brock Rd	-79.10396836	43.95976801	I	1973.00	1996.00	4.00	20.00
S-06010403102	Duffins Creek	Conc 8, E of Westney Rd N	-79.08126973	43.96499589	I	1973.00	1996.00	4.00	20.00
S-06010403202	Duffins Creek	Conc 9, E of Westney Rd N	-79.07836061	43.98428689	I	1973.00	1996.00	4.00	20.00
S-06010403302	Mitchell Creek Tributary	Off Sideline 22, W of Claremont	-79.15650298	43.97252726	I	1973.00	1973.00	1.00	0.00
S-06010403402	West Duffins Creek	Sideline 30, 1km N of Conc 9	-79.19336861	43.96774889	I	1973.00	1996.00	4.00	20.00
S-06010403502	West Duffins Creek	Altona dam, S of Pickering-Uxbridge Townline	-79.19369036	43.97384564	I	1973.00	1973.00	1.00	0.00
S-06010403602	West Duffins Creek	Webb Rd, Glasgow	-79.20043436	43.99471301	I	1973.00	1996.00	4.00	20.00
S-06010403702	Reesor Creek	Conc 8, W of Sideline 34, W of Atha Road	-79.20343036	43.93716151	I	1973.00	1995.00	3.00	20.00
S-14001902201	Quirke Tailings Control	Pond 'A' outlet	-82.68931998	46.50116002	I	1971.00	1983.00	13.00	0.00
S-14001902301	Pronto Effluent	Hwy 17, near Pronto Mine Rd	-82.69701486	46.20196864	I	1966.00	1987.00	21.00	1.00
S-14001902401	Bud Lake Tailings	Upstrm Barium treatment (22-5), S. of Hwy 639	-82.67866998	46.50446002	I	1971.00	1979.00	9.00	0.00
S-14001902502	Serpent River Tributary	Panel Mine treatment plant inflow (P13)	-82.54241886	46.51011714	I	1982.00	1983.00	2.00	0.00
S-14001902609	Serpent River Tributary	Panel Mine treatment plant outlet (P-14)	-82.53898948	46.50547289	I	1982.00	1988.00	7.00	0.00
S-14001902701	Elliot Lake	Elliot Lake Municipal Pumphouse	-82.66361848	46.38922977	I	1972.00	1988.00	17.00	0.00
S-14001902802	Sheriff Creek	Upstrm old tailings spill, Upstr. Milliken Road	-82.62962398	46.40475314	I	1977.00	1979.00	3.00	0.00
S-14001902902	Seepage Canal	Old fresh water canal, upstrm of treatment	-82.58964136	46.37709939	I	1972.00	1972.00	1.00	0.00
S-14001903001	Dunlop Lake	Dunlop Lake in Bay A	-82.65544248	46.48420077	I	1977.00	1992.00	16.00	0.00
S-14001903101	Quirke Lake	SW of Stanrock Mine	-82.56949448	46.46822164	I	1977.00	1992.00	16.00	0.00
S-14001903201	Quirke Lake	NE of Can Met Mine	-82.52687961	46.48753714	I	1977.00	1993.00	17.00	0.00
S-14001903301	Quirke Lake	SE Corner of Quirke Lake	-82.52745536	46.47315239	I	1977.00	1992.00	16.00	0.00
S-14001903401	Quirke Lake	E of Denison Mine	-82.58712711	46.49220439	I	1966.00	1993.00	20.00	8.00
S-14001903501	Whiskey Lake	South End near Rum Point	-82.35123798	46.40596489	I	1966.00	1993.00	19.00	9.00
S-14001903601	McCabe Lake	Centre of lake	-82.56917598	46.42209039	I	1977.00	1993.00	17.00	0.00
S-14001903701	Camp Lake	South end, E of  Hwy 108, N of Hwy 17	-82.44113161	46.23422314	I	1977.00	1992.00	16.00	0.00
S-14001903801	Serpent Harbour	Near Hospital Point , S of Hwy 17	-82.67853598	46.19838739	I	1977.00	1992.00	16.00	0.00
S-18207015002	South Nation River	Cnty Rd 18, Augusta Twp, 3km S of Roebuck	-75.58635535	44.77975064	A	1995.00	2016.00	22.00	0.00
S-18208001002	Riviere de la Petite Nation	At Bridge on Hwy 8, Plaisance	-75.12630998	45.60543002	I	1968.00	1971.00	4.00	0.00
S-18224001002	Blanche River	At bridge on Hwy 8, West of Thurso	-75.21540998	45.59945002	I	1968.00	1971.00	4.00	0.00
S-18697500702	Montreal River	Hwy 65 & 560, Elk Lake	-80.32998198	47.73150489	I	1994.00	1994.00	1.00	0.00
